name,price,link
"Samsung Smart Tv 58"" Uhd 4k 58au7700, Processador Crystal 4k, Tela Sem Limites, Visual Livre De Cabos, Alexa Built In.","R$ 3.339,00",https://www.americanas.com.br/produto/3069544778?pfm_carac=televisao&pfm_index=7&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=62a0a8362376eb9c72136f70&buyboxToken=smartbuybox-acom-v2-18ffb7c9-26e4-4da4-9386-e36c207c577c-2022-08-26 01:58:34+0000
"2022 Smart Tv Lg 55"" 4k Uhd 55uq8050 Wifi Bluetooth Hdr Nvidia Geforce Now Thinq Smart Magic Google Alexa","R$ 3.079,99",https://www.americanas.com.br/produto/5453370750?pfm_carac=televisao&pfm_index=8&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=62e7c8d6adbc5f39b9e600d1
"Android Tv Led 43"" Tcl 43s6500 Bluetooth, Controle Remoto Com Comando De Voz E Google Assistant","R$ 1.749,99",https://www.americanas.com.br/produto/134256001?pfm_carac=televisao&pfm_index=9&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5cc1f3c1f216c95bdedcd2cb&buyboxToken=smartbuybox-acom-v2-1b87b540-9a50-49b1-a0f6-d0e444ea2a36-2022-08-26 01:58:34+0000
"Smart TV LG 24"" LED 24TL520S - 24"" Monitor Wi-Fi WebOS 3.5 DTV Machine Ready","R$ 1.021,50",https://www.americanas.com.br/produto/1708933455?pfm_carac=televisao&pfm_index=10&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60f05aee52131c3c81d77c47&buyboxToken=smartbuybox-acom-v2-9019b5bb-9197-4e6e-810d-ef5f2b912f94-2022-08-26 01:58:34+0000
TV LED 39'' Philco PTV39G50D Resolução HD e Recepção Digital - Preto,"R$ 1.299,99",https://www.americanas.com.br/produto/1695817631?pfm_carac=televisao&pfm_index=11&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5ef3b5ef79bf8430cbf22781
TV LED 32'' Philco PTV32G50D HD com Conversor e Receptor Digital 2 HDMI 1 USB - Preto,"R$ 1.099,99",https://www.americanas.com.br/produto/134574780?pfm_carac=televisao&pfm_index=12&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60f7aeed52131c3c817f5f3d
"Smart Tv 60"" Crystal UHD Samsung 4k 60AU8000 Painel Dynamic Crystal Color Design Slim Tela Sem Limites","R$ 4.099,99",https://www.americanas.com.br/produto/3069509067?pfm_carac=televisao&pfm_index=13&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=608acb6252131c3c81e2ab21&buyboxToken=smartbuybox-acom-v2-0909da63-ffd3-4ac3-a083-c1ab9b7b3912-2022-08-26 01:58:34+0000
Smart TV LED 55” LG 55NANO75 4K NanoCell 3x HDMI 2.0 Inteligência Artificial ThinQAI Smart Magic Google Alexa,"R$ 3.699,99",https://www.americanas.com.br/produto/3397039501?pfm_carac=televisao&pfm_index=14&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60d9d49a52131c3c8100cee8&buyboxToken=smartbuybox-acom-v2-1a4e4130-d175-4edd-80e8-9de2c3c487a2-2022-08-26 01:58:34+0000
"Smart TV LG 50"" 4K NanoCell 50NANO75 3x HDMI 2.0 Inteligência Artificial Thinqai Smart Magic Google Alexa","R$ 3.199,99",https://www.americanas.com.br/produto/3397040721?pfm_carac=televisao&pfm_index=15&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60d9d44252131c3c8100672a&buyboxToken=smartbuybox-acom-v2-19c2391d-5eff-4689-bc60-ac39a1704ee3-2022-08-26 01:58:34+0000
Aparelho Pra Colocar Netflix Na Tv Com 4K E 128Gb Memória,"R$ 169,00",https://www.americanas.com.br/produto/4856128802?pfm_carac=televisao&pfm_index=16&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6241fede87c00289c26a655e
Smart TV 43'' LG 43LM631C0SB.BWZ Full HD Wi-Fi + 2 USB 3 HDMI,"R$ 2.175,00",https://www.americanas.com.br/produto/1324750342?pfm_carac=televisao&pfm_index=17&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=62f2c65dadbc5f39b9ed661e&buyboxToken=smartbuybox-acom-v2-42569f73-d5d9-4f22-aeaa-3a129680dcef-2022-08-26 01:58:34+0000
"Smart TV LG 43"" Full HD 43LM6370 Wi-Fi Bluetooth HDR Thinqai Compatível Com Inteligência Artificial","R$ 2.210,42",https://www.americanas.com.br/produto/3397039527?pfm_carac=televisao&pfm_index=18&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61cf1568d9fd6edeec09884f&buyboxToken=smartbuybox-acom-v2-db4e4275-036f-47fa-a5e7-a08fc4aa2ad3-2022-08-26 01:58:34+0000
Smart TV AOC Roku LED 32'' 32S5195/78 Wi-Fi 3 HDMI 1 USB com Controle Remoto com atalhos Roku Mobile Miracast,"R$ 1.299,99",https://www.americanas.com.br/produto/1515029435?pfm_carac=televisao&pfm_index=19&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5e70d46d79bf8430cb4069ad&buyboxToken=smartbuybox-acom-v2-6d57ecc2-e750-457b-b13d-4d879449d4b5-2022-08-26 01:58:34+0000
"Smart TV LG 43"" 4k UHD 43UQ7500 Wi-Fi Bluetooth HDR Thinqai Compatível com Smart Magic Google Alexa","R$ 2.279,99",https://www.americanas.com.br/produto/5453370776?pfm_carac=televisao&pfm_index=20&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=62e7e37eadbc5f39b9f9742f
"Smart TV LG OLED 55"" 4K OLED55A1 Dolby Vision IQ Dolby Atmos Inteligência Artificial Thinqai Google Alexa","R$ 4.399,99",https://www.americanas.com.br/produto/3397039498?pfm_carac=televisao&pfm_index=21&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61803285d9fd6edeecf2e61b&buyboxToken=smartbuybox-acom-v2-ec57e2fb-41be-404c-ba14-08644c55ceff-2022-08-26 01:58:34+0000
"Samsung Smart TV 32"" LH32BETBLGGXZD LED 2 HDMI 1 USB","R$ 1.589,78",https://www.americanas.com.br/produto/1943745999?pfm_carac=televisao&pfm_index=22&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=62cd67ee4862ecc3951cb4a3&buyboxToken=smartbuybox-acom-v2-f767f536-c228-4e19-b928-01d23f4bea74-2022-08-26 01:58:34+0000
Smart TV LED 55” LG 55NANO85 4K NanoCell 120hz Freesync 2 Hdmi 2.1 Inteligência Artificial ThinQ Google Alexa,"R$ 4.499,99",https://www.americanas.com.br/produto/3280463877?pfm_carac=televisao&pfm_index=23&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60b6b20c52131c3c814e1d50&buyboxToken=smartbuybox-acom-v2-90727c7c-9d74-4cf1-864d-f1a9efdc1f1e-2022-08-26 01:58:34+0000
"Smart TV Roku 58"" Philco Led UHD 4K PTV58G70RCBL Wi-Fi 4 HDMI 2 USB e Midiacast","R$ 2.998,00",https://www.americanas.com.br/produto/3144945370?pfm_carac=televisao&pfm_index=24&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60afd00952131c3c8166ab88&buyboxToken=smartbuybox-acom-v2-ed897dbe-2b75-4ab4-9351-741b5f106591-2022-08-26 01:58:34+0000
"Smart TV LG 50"" 4K NanoCell 50NANO75 3x HDMI 2.0 Inteligência Artificial Thinqai Smart Magic Google Alexa","R$ 3.199,99",https://www.americanas.com.br/produto/3397040721?pfm_carac=Produtos%20Patrocinados&pfm_index=1&pfm_page=search&pfm_pos=search.2&pfm_type=vit_spacey&api=b2wads&chave=b2wads_62fbe2c68e709e0011dd7000_00776574000660_3397040721_9b4d55c4-4322-4ac4-a9d5-8c5b03b58f3c&sellerId=00776574000660&sellerName=DefaultStrategy&pos=1
"Smart TV LG OLED 55"" 4K OLED55A1 Dolby Vision IQ Dolby Atmos Inteligência Artificial Thinqai Google Alexa","R$ 4.399,99",https://www.americanas.com.br/produto/3397039498?pfm_carac=Produtos%20Patrocinados&pfm_index=2&pfm_page=search&pfm_pos=search.2&pfm_type=vit_spacey&api=b2wads&chave=b2wads_62fbe2c620b8020010000f0a_00776574000660_3397039498_9b4d55c4-4322-4ac4-a9d5-8c5b03b58f3c&sellerId=00776574000660&sellerName=DefaultStrategy&pos=2
"Smart TV LG 65"" 4K UHD 65UP7550 Wi-Fi Bluetooth HDR Inteligência Artificial Thinq Smart Magic Google Alexa","R$ 4.099,99",https://www.americanas.com.br/produto/3280454381?pfm_carac=Produtos%20Patrocinados&pfm_index=3&pfm_page=search&pfm_pos=search.2&pfm_type=vit_spacey&api=b2wads&chave=b2wads_62fbe2c67d661000108ee68b_00776574000660_3280454381_9b4d55c4-4322-4ac4-a9d5-8c5b03b58f3c&sellerId=00776574000660&sellerName=DefaultStrategy&pos=3
Smart TV LED 55” LG 55NANO75 4K NanoCell 3x HDMI 2.0 Inteligência Artificial ThinQAI Smart Magic Google Alexa,"R$ 3.699,99",https://www.americanas.com.br/produto/3397039501?pfm_carac=Produtos%20Patrocinados&pfm_index=4&pfm_page=search&pfm_pos=search.2&pfm_type=vit_spacey&api=b2wads&chave=b2wads_62fbe2c6b30b700010100287_00776574000660_3397039501_9b4d55c4-4322-4ac4-a9d5-8c5b03b58f3c&sellerId=00776574000660&sellerName=DefaultStrategy&pos=4
"Smart TV Android 55"" TCL Led 4K UHD 55P725 HDR10 Bluetooth Google Assistant Borda Ultrafina Wi-Fi","R$ 2.699,99",https://www.americanas.com.br/produto/5021465237?pfm_carac=produtos%20relacionados%20%C3%A0%20sua%20busca&pfm_index=1&pfm_page=search&pfm_pos=search_page.rr1&pfm_type=vit_recommendation&DCSext.recom=RR_search_page.rr1-mars_SolSearch:P:440::ads=false:orderAdsTest=motor_high_ads&nm_origem=rec_search_page.rr1-mars_SolSearch:P:440::ads=false:orderAdsTest=motor_high_ads&nm_ranking_rec=1
"Smart TV Roku 32"" LED HD Philco PTV32G70RCH Wi-Fi 2 HDMI 1 USB Dolby Audio","R$ 1.299,00",https://www.americanas.com.br/produto/3805075106?pfm_carac=produtos%20relacionados%20%C3%A0%20sua%20busca&pfm_index=2&pfm_page=search&pfm_pos=search_page.rr1&pfm_type=vit_recommendation&DCSext.recom=RR_search_page.rr1-mars_SolSearch:P:440::ads=false:orderAdsTest=motor_high_ads&nm_origem=rec_search_page.rr1-mars_SolSearch:P:440::ads=false:orderAdsTest=motor_high_ads&nm_ranking_rec=2
"Smart TV 50"" UHD Samsung 4k 50AU7700 Processador Crystal 4k Tela Sem Limites Visual Livre de Cabos Alexa Built In","R$ 2.799,99",https://www.americanas.com.br/produto/3069506106?pfm_carac=produtos%20relacionados%20%C3%A0%20sua%20busca&pfm_index=3&pfm_page=search&pfm_pos=search_page.rr1&pfm_type=vit_recommendation&DCSext.recom=RR_search_page.rr1-mars_SolSearch:P:440::ads=false:orderAdsTest=motor_high_ads&nm_origem=rec_search_page.rr1-mars_SolSearch:P:440::ads=false:orderAdsTest=motor_high_ads&nm_ranking_rec=3
"Smart Tv 43"" UHD Samsung 4k 43AU7700 Processador Crystal 4k Tela Sem Limites Alexa Built In Controle Único","R$ 2.299,99",https://www.americanas.com.br/produto/3068549702?pfm_carac=produtos%20relacionados%20%C3%A0%20sua%20busca&pfm_index=4&pfm_page=search&pfm_pos=search_page.rr1&pfm_type=vit_recommendation&DCSext.recom=RR_search_page.rr1-mars_SolSearch:P:440::ads=false:orderAdsTest=motor_high_ads&nm_origem=rec_search_page.rr1-mars_SolSearch:P:440::ads=false:orderAdsTest=motor_high_ads&nm_ranking_rec=4
